Event_ID,Date,Country,Reason,Action_Summary,Action_Level,Action_Classification,Status,Type,Device,Source,manufacturer_name,device_name
fb86ae9b-1ec0-4c8f-bd42-a0f2eb12a132,24/03/23,JPN,implant detected in cardiac pacemaker,recall,Healthcare Professional,Class 1,classified,recall,cardiac pacemaker,EMA,BioCare,cardiac pacemaker
e7b8e9a3-d7f1-4641-bc26-1fbabf31d9fe,02/04/21,GBR,serious injury detected in defibrillator,recall,Healthcare Professional,Class 1,classified,recall,defibrillator,FDA,GlobalMed,defibrillator
ca25b718-4f9d-4cbf-a5a6-c7d152fc9951,03/11/18,DEU,manufacturing defect detected in ultrasound machine,terminated,Hospital,Class 2,terminated,field safety,ultrasound machine,PMDA,MediNova,ultrasound machine
3cc05a46-b3b9-4a09-8c0f-5c3ced751d28,22/01/17,GBR,manufacturing defect detected in diagnostic monitor,terminated,Wholesale,Class 2,terminated,recall,diagnostic monitor,EMA,GlobalMed,diagnostic monitor
0b34d259-c0f7-44f6-97ac-3e7191a8839d,10/01/18,AUS,instruction correction detected in bandage,software update,Retail,Class 3,terminated,field safety,bandage,FDA,MediNova,bandage
a299f9b8-9c3f-41a3-9a4e-fea4a9ecbc50,08/06/25,JPN,quality problem detected in laser therapy unit,software update,Hospital,Class 2,terminated,recall,laser therapy unit,PMDA,MediNova,laser therapy unit
c493ad5a-033e-4f99-beeb-cfd782e2f2d9,08/09/24,CHN,cosmetic defect detected in syringe,software update,Wholesale,Class 3,open,recall,syringe,FDA,BioCare,syringe
01b62c99-ec49-4680-aac9-be11e3155758,09/02/16,JPN,cardiac detected in ventilator,recall,Healthcare Professional,Class 1,open,safety alert,ventilator,Health Canada,GlobalMed,ventilator
ebcd4095-4741-402b-b2f3-92393ae3399a,24/12/17,CAN,instruction correction detected in catheter,software update,Retail,Class 3,open,safety alert,catheter,CDSCO,MediNova,catheter
06a0ae2d-f01e-4758-ae1c-3b2487566468,15/04/20,,mavfunction detected in laser therapy unit,terminated,Hospital,Class 2,,recall,laser therapy unit,EMA,MediNova,laser therapy unit
88608c8c-cdfc-436b-8727-c327deed5b3a,28/07/25,DEU,malfunction detected in diagnostic monitor,recall,Sponsor Control,Class 2,classified,safety alert,diagnostic monitor,CDSCO,BioCare,diagnostic monitor
ed715808-31ac-4d0e-b7bd-e1e0a57d75c0,09/12/23,GBR,malfunction detected in diagnostic monitor,recall,Wholesale,Class 2,open,recall,diagnostic monitor,TGA,MediNova,diagnostic monitor
215b3d0f-c372-4391-ad05-7358d3dbbc02,26/12/17,JPN,fatal detected in cardiac pacemaker,recall,Healthcare Professional,Class 1,classified,safety alert,cardiac pacemaker,CDSCO,BioCare,cardiac pacemaker
4de7c615-8800-4bd6-a2ed-f09b83d425dd,28/03/18,GBR,malfunction detected in diagnostic monitor,recall,Hospital,Class 2,open,safety alert,diagnostic monitor,CDSCO,GlobalMed,diagnostic monitor
06ac5260-5633-4f57-b1bc-48e1bdfa4fe8,28/07/20,JPN,manufacturing defect detected in ultrasound machine,software update,Sponsor Control,Class 2,classified,field safety,ultrasound machine,MHRA,GlobalMed,ultrasound machine
fe4a0311-da32-4dfd-bd5c-484c67c03717,26/09/21,,kackaging detected in disposable glove,recall,Retail,Class 3,,field safety,disposable glove,EMA,MediNova,disposable glove
1ad4e152-afb8-4eab-ae02-af5ea2ffd8bb,23/06/21,FRA,malfunction detected in ultrasound machine,terminated,Sponsor Control,Class 2,open,field safety,ultrasound machine,PMDA,MediNova,ultrasound machine
6f6acfca-685e-41fa-894a-dea4a195540d,14/08/17,FRA,quality problem detected in x-ray device,terminated,Hospital,Class 2,open,safety alert,x-ray device,TGA,GlobalMed,x-ray device
4a115044-12b2-44b1-b05d-75ad37e42ac0,23/11/22,,performance issue detected in laser therapy jnit,software update,Hospital,Class 2,,recall,laser therapy unit,CDSCO,BioCare,laser therapy unit
08e406ec-f536-4af7-acb9-aaddf6a22a02,03/07/22,JPN,fatal detected in defibrillator,terminated,Healthcare Professional,Class 1,terminated,recall,defibrillator,EMA,BioCare,defibrillator
e89578cf-9799-4c70-861f-c597e81c45d7,16/11/20,CAN,performance issue detected in diagnostic monitor,recall,Sponsor Control,Class 2,terminated,field safety,diagnostic monitor,TGA,BioCare,diagnostic monitor
a2a8dee9-cae2-4f9e-b37f-d219eb6a0d33,17/07/22,USA,manufacturing defect detected in x-ray device,software update,Hospital,Class 2,classified,safety alert,x-ray device,PMDA,MediNova,x-ray device
eca6ec83-5048-4ad7-a801-b05bb1441659,05/08/18,JPN,quality problem detected in ultrasound machine,terminated,Sponsor Control,Class 2,open,safety alert,ultrasound machine,CDSCO,GlobalMed,ultrasound machine
2e8287a9-6b29-490d-b27e-b16018d1725e,27/07/25,USA,malfunction detected in laser therapy unit,recall,Sponsor Control,Class 2,terminated,recall,laser therapy unit,PMDA,BioCare,laser therapy unit
e444820f-020b-4355-af8a-0514cc404422,28/11/16,,fatal detecaed in defibrillator,recall,Hospital,Class 1,,field safety,defibrillator,CDSCO,GlobalMed,defibrillator
805d685c-2734-4d7d-95c0-6de7cb961a42,10/01/22,CAN,malfunction detected in diagnostic monitor,recall,Wholesale,Class 2,open,field safety,diagnostic monitor,PMDA,GlobalMed,diagnostic monitor
94e4b0a5-ed63-41e6-b9c5-e6a047b9f8bc,17/05/18,CAN,software error detected in x-ray device,software update,Hospital,Class 2,classified,field safety,x-ray device,TGA,BioCare,x-ray device
2522ab72-c258-4984-a4c8-12de1089eaf2,24/11/22,BRA,performance issue detected in ultrasound machine,software update,Hospital,Class 2,terminated,recall,ultrasound machine,Health Canada,MediNova,ultrasound machine
75f0960a-c84a-4cc4-88d9-ee6bb0b39779,08/05/24,BRA,cardiac detected in ventilator,terminated,Hospital,Class 1,open,recall,ventilator,MHRA,BioCare,ventilator
6b15e116-c0d1-4a09-bbe2-766937b132e1,30/09/21,CAN,malfunction detected in laser therapy unit,software update,Hospital,Class 2,terminated,safety alert,laser therapy unit,CDSCO,BioCare,laser therapy unit
2ccad349-3df2-49f7-8982-6c8bfcfb3d6e,12/11/20,JPN,death detected in infusion pump,recall,Healthcare Professional,Class 1,classified,field safety,infusion pump,CDSCO,BioCare,infusion pump
e85d70ad-273b-44e7-84fa-55e7c7afe8df,14/12/20,,software urror detected in laser therapy unit,terminated,Hospital,Class 2,,field safety,laser therapy unit,TGA,GlobalMed,laser therapy unit
0da24fc3-4f9f-42cc-9191-52acd410f00e,02/09/23,GBR,explosion detected in defibrillator,recall,Public Recall,Class 1,open,recall,defibrillator,TGA,BioCare,defibrillator
ef508024-0d4f-4288-869d-500c9cbc451b,06/11/24,DEU,death detected in cardiac pacemaker,recall,Healthcare Professional,Class 1,classified,field safety,cardiac pacemaker,CDSCO,BioCare,cardiac pacemaker
44d2daa5-e253-4ac1-8ba6-d735c56e8796,23/03/20,USA,paperwork detected in disposable glove,software update,Sponsor Control,Class 3,open,recall,disposable glove,TGA,MediNova,disposable glove
d4696a44-c24a-4632-a1c6-74fa41646f03,05/01/23,BRA,fatal detected in ventilator,recall,Public Recall,Class 1,classified,safety alert,ventilator,PMDA,MediNova,ventilator
1791c121-e535-409f-844d-0ef0b72a89f8,06/12/19,IND,death detected in ventilator,recall,Hospital,Class 1,terminated,safety alert,ventilator,CDSCO,MediNova,ventilator
438d470f-0705-41d6-8782-33f360ba5124,22/03/25,MEX,cosmetic defect detected in syringe,terminated,Wholesale,Class 3,classified,field safety,syringe,CDSCO,GlobalMed,syringe
c4bf33b3-5eee-4ee4-ab19-ef3fb67c19d9,04/08/20,CAN,infection detected in infusion pump,terminated,Hospital,Class 1,classified,safety alert,infusion pump,FDA,BioCare,infusion pump
7649c395-110e-4734-aa8c-b0cd17f67b17,01/04/24,IND,instruction correction detected in dressing,terminated,Wholesale,Class 3,open,recall,dressing,TGA,GlobalMed,dressing
517db0cf-b55d-4c83-a690-b7f96c01b007,02/01/17,FRA,documentation update detected in catheter,terminated,Retail,Class 3,open,field safety,catheter,Health Canada,BioCare,catheter
e15a7b29-e5d1-42a0-a499-69e1c7da315d,02/06/24,FRA,documentation update detected in catheter,recall,Wholesale,Class 3,terminated,recall,catheter,TGA,GlobalMed,catheter
b1831755-af54-4f8f-b51d-623b0dc73f8f,30/07/23,CHN,cosmetic defect detected in bandage,software update,Wholesale,Class 3,terminated,recall,bandage,EMA,BioCare,bandage
191da369-2dfd-47c4-9bdc-6749121408f9,22/06/25,CAN,malfunction detected in ultrasound machine,recall,Sponsor Control,Class 2,terminated,recall,ultrasound machine,PMDA,BioCare,ultrasound machine
ee3a7c3b-1c12-4261-b436-b1dc659c227f,03/10/22,MEX,explosion detected in surgical implant,recall,Healthcare Professional,Class 1,terminated,safety alert,surgical implant,TGA,GlobalMed,surgical implant
70e56e03-1b0f-43b7-9672-018c29580d3e,16/02/18,,cosmetic defekt detected in disposable glove,software update,Sponsor Control,Class 3,,recall,disposable glove,PMDA,MediNova,disposable glove
3dc02f52-b352-4b54-914f-41451eab6b8d,10/07/21,CAN,paperwork detected in dressing,software update,Wholesale,Class 3,classified,field safety,dressing,EMA,MediNova,dressing
27dd0037-7fee-42b4-8b33-6912d3716af2,10/06/21,AUS,instruction correction detected in catheter,software update,Retail,Class 3,classified,safety alert,catheter,FDA,GlobalMed,catheter
a0661672-cdc4-4fd1-8f20-a74b689037cc,05/11/16,USA,paperwork detected in bandage,terminated,Sponsor Control,Class 3,classified,recall,bandage,MHRA,BioCare,bandage
b51fb127-7a13-4349-833c-6f3bd3a20ced,19/05/20,,malfonction detected in ultrasound machine,terminated,Hospital,Class 2,,safety alert,ultrasound machine,Health Canada,BioCare,ultrasound machine
26bfeb3e-df63-4b58-89fd-88016e5ea806,16/06/17,,impmant detected in infusion pump,recall,Public Recall,Class 1,,field safety,infusion pump,MHRA,GlobalMed,infusion pump
a506ee51-2538-46f8-b45d-4b21750593f8,24/07/21,,paperiork detected in bandage,terminated,Wholesale,Class 3,,safety alert,bandage,TGA,BioCare,bandage
208d6c9a-a498-46fa-af8a-a512d5f0e817,14/05/17,CHN,packaging detected in dressing,software update,Retail,Class 3,classified,recall,dressing,FDA,MediNova,dressing
f15cc618-be66-418b-b29b-5ca1887ff9d9,26/04/23,IND,serious injury detected in surgical implant,terminated,Healthcare Professional,Class 1,open,safety alert,surgical implant,MHRA,GlobalMed,surgical implant
ee243b33-0fef-44ef-93d5-19932eccb210,12/06/20,DEU,paperwork detected in bandage,software update,Wholesale,Class 3,open,safety alert,bandage,PMDA,GlobalMed,bandage
0699afec-1f69-494c-bf47-865e9b60ac8b,30/04/22,GBR,malfunction detected in diagnostic monitor,recall,Wholesale,Class 2,open,safety alert,diagnostic monitor,TGA,GlobalMed,diagnostic monitor
24eb5c18-4def-4b72-98d3-798e30098689,18/01/25,IND,paperwork detected in bandage,software update,Sponsor Control,Class 3,open,field safety,bandage,PMDA,GlobalMed,bandage
ca4efeab-856f-4336-a7e1-40627eb835d4,01/01/25,JPN,documentation update detected in syringe,terminated,Retail,Class 3,classified,field safety,syringe,TGA,BioCare,syringe
5609d960-6273-42e8-b49a-fb2e9b210fce,07/08/23,DEU,malfunction detected in x-ray device,software update,Hospital,Class 2,open,field safety,x-ray device,TGA,MediNova,x-ray device
85dfd336-2d9a-4d1c-9488-c7b6a309329b,18/02/23,FRA,death detected in ventilator,terminated,Healthcare Professional,Class 1,open,field safety,ventilator,Health Canada,GlobalMed,ventilator
a87390dd-85af-4d1a-bc6b-d1d33f151bf6,20/07/25,CAN,malfunction detected in x-ray device,terminated,Sponsor Control,Class 2,terminated,field safety,x-ray device,PMDA,MediNova,x-ray device
b0790b1a-2a32-48d3-bb79-8b8dd3c2f58d,10/07/21,CHN,fatal detected in surgical implant,terminated,Healthcare Professional,Class 1,open,field safety,surgical implant,CDSCO,MediNova,surgical implant
3293c86d-f12b-4199-a2c6-b9605c645293,07/12/20,,death detected in cardiac pacemaker,terminated,Healthcare Professional,Class 1,,field safety,cardiac pacemaker,CDSCO,BioCare,cardiac pacemaker
a28d91da-93ee-4d0e-866d-592566133c7e,25/06/23,CAN,cosmetic defect detected in dressing,terminated,Retail,Class 3,open,safety alert,dressing,CDSCO,GlobalMed,dressing
03ec0698-7740-4d69-a58f-0ee473327d38,30/09/23,CHN,serious injury detected in defibrillator,terminated,Public Recall,Class 1,open,field safety,defibrillator,EMA,MediNova,defibrillator
0a5438c2-b9da-4fdb-a65c-a174a16d25a6,23/10/20,JPN,fatal detected in ventilator,recall,Public Recall,Class 1,open,recall,ventilator,FDA,BioCare,ventilator
58f73131-62b9-4ff0-8831-bdbb525f0d99,22/09/15,AUS,paperwork detected in dressing,software update,Wholesale,Class 3,classified,field safety,dressing,CDSCO,GlobalMed,dressing
159e09d9-b762-40af-9817-57efccf636ba,08/06/25,IND,serious injury detected in defibrillator,software update,Healthcare Professional,Class 1,open,recall,defibrillator,PMDA,BioCare,defibrillator
12a17712-197e-4ac2-a775-df523f3c1d7a,27/09/24,USA,performance issue detected in ultrasound machine,software update,Hospital,Class 2,terminated,field safety,ultrasound machine,FDA,GlobalMed,ultrasound machine
d9433b4f-db44-4013-9752-b3b994a99d66,04/02/23,AUS,cosmetic defect detected in bandage,software update,Retail,Class 3,terminated,safety alert,bandage,Health Canada,MediNova,bandage
25a912a8-99a3-429b-b6cd-24f174946c99,13/04/23,CHN,explosion detected in ventilator,terminated,Hospital,Class 1,terminated,field safety,ventilator,PMDA,MediNova,ventilator
619f7d35-020a-4efe-849f-04cf1a9f042e,02/10/23,IND,fatal detected in infusion pump,recall,Public Recall,Class 1,classified,field safety,infusion pump,Health Canada,GlobalMed,infusion pump
a8a57c4d-c694-415d-8f2f-ff678b35b30f,23/09/15,,fatal detected in surgical implant,terminated,Healthcare Professional,Class 1,,field safety,surgical implant,EMA,MediNova,surgical implant
15321bbf-8d5a-4a3c-9500-7c7e502ec2f7,15/09/20,GBR,software error detected in x-ray device,terminated,Hospital,Class 2,terminated,field safety,x-ray device,EMA,MediNova,x-ray device
78abef7d-3221-448b-89e5-08af86b4b5e5,22/06/16,,infection detected in surgizal implant,terminated,Healthcare Professional,Class 1,,field safety,surgical implant,MHRA,MediNova,surgical implant
84779ba4-74fa-463a-9cf3-e93c7395cfda,07/09/19,JPN,quality problem detected in x-ray device,recall,Wholesale,Class 2,classified,field safety,x-ray device,CDSCO,MediNova,x-ray device
86707a2a-f3af-4331-a1d7-15c64c0406ac,10/07/17,DEU,cardiac detected in defibrillator,recall,Public Recall,Class 1,open,recall,defibrillator,FDA,GlobalMed,defibrillator
e1d9efee-4e10-4ed9-985d-1557265800d4,18/08/18,IND,instruction correction detected in bandage,recall,Wholesale,Class 3,terminated,recall,bandage,CDSCO,GlobalMed,bandage
026c86d4-04fe-4b74-ac9b-601be44c53e9,13/12/19,FRA,implant detected in ventilator,recall,Public Recall,Class 1,terminated,safety alert,ventilator,EMA,GlobalMed,ventilator
1bc331ef-ee86-4953-8d30-53bffdb21257,30/01/18,USA,paperwork detected in dressing,software update,Retail,Class 3,open,field safety,dressing,PMDA,MediNova,dressing
3a1afe9c-9e75-4bde-857c-33f3edeb827b,03/06/25,GBR,documentation update detected in catheter,software update,Wholesale,Class 3,open,recall,catheter,Health Canada,MediNova,catheter
7b8e1e5b-c82e-4894-8776-b1db8962f714,03/06/24,IND,cardiac detected in infusion pump,terminated,Healthcare Professional,Class 1,terminated,recall,infusion pump,TGA,GlobalMed,infusion pump
7d0b7a9b-2aa6-4a69-907e-6fc476eddb7a,20/08/17,FRA,instruction correction detected in disposable glove,software update,Wholesale,Class 3,open,recall,disposable glove,CDSCO,MediNova,disposable glove
03e32da4-6236-43e4-b08e-feeb0330168a,21/11/17,CAN,manufacturing defect detected in diagnostic monitor,recall,Wholesale,Class 2,terminated,field safety,diagnostic monitor,EMA,GlobalMed,diagnostic monitor
f807bff0-d5b3-4c9f-aafa-915e901e3d49,13/10/17,,paperwork detested in catheter,software update,Wholesale,Class 3,,field safety,catheter,FDA,BioCare,catheter
37cefde4-88fb-49c1-803a-33740cb74ae3,22/07/18,JPN,quality problem detected in diagnostic monitor,terminated,Hospital,Class 2,open,safety alert,diagnostic monitor,PMDA,BioCare,diagnostic monitor
3c67c904-b25a-4677-9059-954a3a599644,09/03/25,AUS,instruction correction detected in dressing,software update,Wholesale,Class 3,open,recall,dressing,EMA,MediNova,dressing
054018ac-db95-46e7-bd9a-977da3825b14,10/03/19,USA,fatal detected in infusion pump,recall,Healthcare Professional,Class 1,open,recall,infusion pump,CDSCO,BioCare,infusion pump
00028a55-a584-453a-8327-f1b85ba698b3,08/11/17,BRA,packaging detected in bandage,software update,Wholesale,Class 3,open,recall,bandage,PMDA,MediNova,bandage
e5f1266e-379a-4c15-b61e-13202fe57d20,16/04/19,,documentation update detecoed in dressing,software update,Retail,Class 3,,field safety,dressing,CDSCO,GlobalMed,dressing
586aa1f6-9633-40c0-afbe-9810a25db21f,03/11/16,,explosion detected in ventilator,terminated,Healthcare Professional,Class 1,,safety alert,ventilator,Health Canada,MediNova,ventilator
3970a505-01af-4f24-8e46-f5b0fd0073e8,05/07/21,AUS,death detected in cardiac pacemaker,recall,Public Recall,Class 1,terminated,field safety,cardiac pacemaker,FDA,BioCare,cardiac pacemaker
5d0aa9c0-bda7-48e2-a8ff-255bfa52623d,02/09/21,DEU,instruction correction detected in disposable glove,software update,Retail,Class 3,open,safety alert,disposable glove,MHRA,MediNova,disposable glove
ea48bd47-4eb3-4c3a-893b-2df084b178ec,13/08/17,BRA,performance issue detected in diagnostic monitor,terminated,Wholesale,Class 2,classified,recall,diagnostic monitor,Health Canada,MediNova,diagnostic monitor
d8f09391-17f5-4cf1-bc64-30cb2ab133f8,10/05/23,BRA,infection detected in defibrillator,terminated,Public Recall,Class 1,classified,field safety,defibrillator,FDA,GlobalMed,defibrillator
f13eb3a3-52f1-4e00-8410-e2f268187bc3,05/12/22,,manufacturing defect detected in ultrasouvd machine,software update,Wholesale,Class 2,,safety alert,ultrasound machine,MHRA,BioCare,ultrasound machine
37e4a3bb-76e3-4d73-a8dd-4e495592d097,28/04/17,USA,instruction correction detected in disposable glove,software update,Retail,Class 3,classified,field safety,disposable glove,TGA,GlobalMed,disposable glove
b008054c-b527-4cd3-b265-ca12190151a9,19/12/19,DEU,instruction correction detected in dressing,software update,Retail,Class 3,classified,field safety,dressing,EMA,GlobalMed,dressing
dc3305d4-815b-458f-9bc1-f24f5dbba7e0,27/04/18,BRA,manufacturing defect detected in diagnostic monitor,terminated,Hospital,Class 2,open,field safety,diagnostic monitor,MHRA,MediNova,diagnostic monitor
d5f00955-3d83-4816-b014-8db4f9dbe3c8,21/11/20,CHN,performance issue detected in laser therapy unit,software update,Hospital,Class 2,open,field safety,laser therapy unit,FDA,MediNova,laser therapy unit
556aa2df-99d0-4f4a-b47d-fed35a8b661a,10/05/20,MEX,death detected in surgical implant,software update,Public Recall,Class 1,classified,field safety,surgical implant,CDSCO,BioCare,surgical implant
aa16664b-1e23-4ec2-9048-016f69d01d27,20/12/16,CHN,instruction correction detected in disposable glove,software update,Sponsor Control,Class 3,terminated,recall,disposable glove,CDSCO,BioCare,disposable glove
a3d8bf2b-78a4-47f5-89c1-c77523a1a802,15/02/24,DEU,cardiac detected in infusion pump,recall,Healthcare Professional,Class 1,classified,safety alert,infusion pump,FDA,GlobalMed,infusion pump
41214f1a-7cea-4dc0-a784-4af40e1291b8,25/01/21,USA,performance issue detected in x-ray device,recall,Wholesale,Class 2,terminated,safety alert,x-ray device,PMDA,MediNova,x-ray device
31c5f9a4-1ef3-4a46-8416-c6bdb82520f5,31/05/17,,efplosion detected in ventilator,recall,Public Recall,Class 1,,field safety,ventilator,EMA,BioCare,ventilator
b592ab38-2e42-46a9-a7b2-5876a5ec3d6b,25/03/20,BRA,explosion detected in defibrillator,terminated,Hospital,Class 1,open,safety alert,defibrillator,Health Canada,MediNova,defibrillator
bbbc4d92-379a-4892-aaa6-09c9ca5e5fa8,01/02/18,,casdiac detected in defibrillator,terminated,Public Recall,Class 1,,field safety,defibrillator,PMDA,MediNova,defibrillator
748639b3-d242-4a05-b2a4-51f0aa09d259,14/08/16,DEU,instruction correction detected in syringe,recall,Retail,Class 3,classified,safety alert,syringe,CDSCO,GlobalMed,syringe
3317a603-c8b3-4995-81d3-bc7e8a9f9b7f,20/10/17,CAN,performance issue detected in diagnostic monitor,software update,Sponsor Control,Class 2,classified,safety alert,diagnostic monitor,Health Canada,BioCare,diagnostic monitor
6fdfaec0-5174-432a-90d0-276382932329,25/10/22,USA,packaging detected in dressing,recall,Retail,Class 3,classified,recall,dressing,FDA,BioCare,dressing
e0c050b5-1940-4f77-aafe-2d0093a80106,11/04/21,,fatal detected in infusion mump,recall,Public Recall,Class 1,,field safety,infusion pump,CDSCO,BioCare,infusion pump
6e9bde31-28ec-48d5-9227-532810a4e919,07/12/20,AUS,packaging detected in dressing,recall,Retail,Class 3,terminated,field safety,dressing,MHRA,GlobalMed,dressing
28cb26bc-e2c0-4424-89f3-3c66b2badf42,15/07/16,BRA,packaging detected in disposable glove,software update,Sponsor Control,Class 3,open,field safety,disposable glove,Health Canada,MediNova,disposable glove
c726efe8-e9b9-47a7-97be-30175e9588c1,10/05/25,GBR,fatal detected in infusion pump,recall,Public Recall,Class 1,classified,field safety,infusion pump,EMA,GlobalMed,infusion pump
ff32c08f-1ddc-44c0-9da6-d52d708467cb,14/01/17,AUS,implant detected in ventilator,terminated,Healthcare Professional,Class 1,classified,field safety,ventilator,FDA,GlobalMed,ventilator
b8ba8d98-38e5-43e7-8dd0-057cf38724f7,07/08/17,,iafection detected in infusion pump,terminated,Hospital,Class 1,,field safety,infusion pump,MHRA,MediNova,infusion pump
0bdf9df8-0dec-4f39-98c3-1bee3bd7d52b,03/07/20,CAN,serious injury detected in infusion pump,recall,Public Recall,Class 1,open,recall,infusion pump,FDA,MediNova,infusion pump
63999e61-e7e9-4653-b528-a6a85babdeb5,25/11/24,AUS,documentation update detected in bandage,software update,Sponsor Control,Class 3,terminated,safety alert,bandage,TGA,GlobalMed,bandage
a8b15cff-d375-4b82-aa56-1ee4988ba9ed,18/03/20,JPN,serious injury detected in surgical implant,software update,Public Recall,Class 1,classified,safety alert,surgical implant,MHRA,GlobalMed,surgical implant
6bd842fa-a52b-4f6b-b162-bf3308eb68dc,30/10/23,IND,serious injury detected in infusion pump,recall,Healthcare Professional,Class 1,terminated,recall,infusion pump,TGA,MediNova,infusion pump
4726a4ed-43a4-4b7a-b6fa-aa4c079f4fc0,24/05/18,USA,cosmetic defect detected in syringe,terminated,Retail,Class 3,terminated,field safety,syringe,PMDA,GlobalMed,syringe
b5c88542-eed3-4522-a48b-3870c5baf1e8,16/12/18,AUS,paperwork detected in syringe,software update,Sponsor Control,Class 3,classified,safety alert,syringe,PMDA,BioCare,syringe
994bb696-b75e-4f82-9ca3-e3df27cfa35a,09/12/24,IND,quality problem detected in x-ray device,software update,Wholesale,Class 2,classified,field safety,x-ray device,TGA,BioCare,x-ray device
54b98436-fe1a-4bd6-90da-80288a248b12,26/07/20,,death detected in infusaon pump,recall,Public Recall,Class 1,,recall,infusion pump,PMDA,GlobalMed,infusion pump
9c5d7cbf-98bd-4a0c-896f-ab13b9aef6cb,01/06/16,BRA,fatal detected in infusion pump,terminated,Public Recall,Class 1,terminated,recall,infusion pump,EMA,BioCare,infusion pump
703c202a-0180-49a8-92a7-297934654e76,29/12/15,CHN,infection detected in surgical implant,terminated,Public Recall,Class 1,classified,recall,surgical implant,TGA,MediNova,surgical implant
51713846-0ea5-4d5e-b471-72946e3e0113,03/11/22,FRA,cardiac detected in surgical implant,terminated,Healthcare Professional,Class 1,classified,recall,surgical implant,MHRA,BioCare,surgical implant
52476189-023c-44cb-b8db-02c5ba777ff3,18/10/18,CAN,infection detected in cardiac pacemaker,terminated,Hospital,Class 1,terminated,safety alert,cardiac pacemaker,MHRA,MediNova,cardiac pacemaker
02279c01-003b-45e6-b2d6-40a854bf1375,28/02/21,CAN,paperwork detected in dressing,software update,Retail,Class 3,open,safety alert,dressing,FDA,GlobalMed,dressing
068accd7-123f-41bc-8de6-6dd0d4a087bb,03/01/17,AUS,fatal detected in defibrillator,terminated,Public Recall,Class 1,open,field safety,defibrillator,PMDA,BioCare,defibrillator
a35efa75-79f6-469c-89af-d3024b97c96b,08/12/23,,malfunction detected in x-ray device,recall,Hospital,Class 2,,safety alert,x-ray device,TGA,MediNova,x-ray device
e4d9b5a5-0a95-4938-88f6-c373e4239f18,26/01/23,JPN,paperwork detected in dressing,software update,Retail,Class 3,open,recall,dressing,FDA,GlobalMed,dressing
b0afe2a0-9a34-43ea-99f2-344fc5e620e7,03/01/23,IND,manufacturing defect detected in x-ray device,software update,Sponsor Control,Class 2,open,recall,x-ray device,EMA,BioCare,x-ray device
dbc021d4-38ee-4c12-b06a-b2a8603b11fd,08/04/18,BRA,implant detected in cardiac pacemaker,recall,Healthcare Professional,Class 1,terminated,field safety,cardiac pacemaker,MHRA,BioCare,cardiac pacemaker
d816abac-9ed7-4128-95e7-9cfd760eb22f,17/02/17,BRA,implant detected in cardiac pacemaker,terminated,Healthcare Professional,Class 1,classified,recall,cardiac pacemaker,EMA,BioCare,cardiac pacemaker
2035683c-6851-43ba-b9e8-1b3deb2f960d,22/12/20,BRA,quality problem detected in laser therapy unit,software update,Hospital,Class 2,classified,recall,laser therapy unit,EMA,BioCare,laser therapy unit
7e3d814c-3a8d-43cc-b1ab-efe3cc330b1e,14/06/17,MEX,cosmetic defect detected in syringe,recall,Wholesale,Class 3,terminated,recall,syringe,EMA,MediNova,syringe
c2a4503a-edbe-435d-8b5b-ab26c32a8412,12/02/20,AUS,death detected in surgical implant,terminated,Healthcare Professional,Class 1,terminated,recall,surgical implant,PMDA,MediNova,surgical implant
04e0fe64-6c7a-4f3d-921a-3f7828d34c8b,24/04/20,DEU,malfunction detected in diagnostic monitor,software update,Sponsor Control,Class 2,classified,recall,diagnostic monitor,FDA,BioCare,diagnostic monitor
0298fd64-f158-4a21-80d7-afc424905188,10/08/17,BRA,fatal detected in infusion pump,recall,Public Recall,Class 1,terminated,recall,infusion pump,Health Canada,MediNova,infusion pump
e788d5ee-bc70-438b-b228-a97f98e39c14,22/07/25,USA,software error detected in laser therapy unit,terminated,Hospital,Class 2,classified,safety alert,laser therapy unit,MHRA,GlobalMed,laser therapy unit
afe1715e-4ca5-4d7a-96c5-28a06db9b39a,15/09/16,,fatal detected in surginal implant,terminated,Public Recall,Class 1,,recall,surgical implant,FDA,BioCare,surgical implant
12460a69-3dd6-4fc3-bc00-d2225c37ed47,18/10/20,DEU,implant detected in defibrillator,recall,Healthcare Professional,Class 1,open,field safety,defibrillator,MHRA,BioCare,defibrillator
7f6650ce-943e-4c0a-8761-419fecfefa2b,30/01/24,FRA,cosmetic defect detected in catheter,software update,Retail,Class 3,terminated,recall,catheter,MHRA,BioCare,catheter
76eb0475-30d5-401b-bcca-51d23a3614d6,03/08/25,GBR,software error detected in diagnostic monitor,recall,Wholesale,Class 2,terminated,field safety,diagnostic monitor,PMDA,GlobalMed,diagnostic monitor
cd1625d3-7472-4e8f-8ae9-65fc818e7db7,10/11/17,CHN,software error detected in laser therapy unit,terminated,Sponsor Control,Class 2,classified,recall,laser therapy unit,MHRA,MediNova,laser therapy unit
f7f732e3-22fe-49c9-aa81-454b176ade3c,15/07/22,IND,documentation update detected in dressing,software update,Wholesale,Class 3,terminated,field safety,dressing,EMA,BioCare,dressing
a5cc4b6d-ed85-48af-b729-b413ca7de3a4,30/05/21,CAN,packaging detected in disposable glove,terminated,Retail,Class 3,open,safety alert,disposable glove,PMDA,GlobalMed,disposable glove
